# Benchmark Scans (n = 4,194,304, m = 2)
# Speedup compared to a sequential implementation.
# NCPU	Outer parallelism	Inner parallelism	OpenMP	Multi-atomics	Work assisting
1	0.8835077	0.88560927	0.9940534	1.0131108	1.0217038
2	1.016001	1.0393351	1.032132	1.0285033	1.0178949
3	0.9309012	1.073807	0.92815864	1.0103614	0.97488695
4	0.8999121	0.99975586	1.0975479	1.0630759	1.0658425
6	0.82871306	0.96603376	1.1517154	0.8123574	0.8002931
