# Benchmark Scans (n = 4,194,304, m = 1)
# Speedup compared to a sequential implementation.
# NCPU	Outer parallelism	Inner parallelism	OpenMP	Multi-atomics	Work assisting
1	1.1132834	0.96450114	0.9587177	0.7482001	1.0198724
2	1.085662	0.9377397	0.9871764	0.6713501	1.0763853
3	1.087366	1.0310019	0.9015398	0.70829785	1.0366584
4	1.0831162	0.60316306	0.47601053	0.49119696	0.96226853
6	0.8170204	0.42815945	0.38141114	0.34239355	0.88995934
